Problem,Variant,AblationID,Run,IGD,HV,Runtime,FE
DF2,No_Random_Immigrants,3,16,0.0274461673543694,0.688369964995011,2.2803792,10020
DF2,No_Random_Immigrants,3,17,0.0107534372621035,0.706883073862764,2.3806278,10020
DF2,No_Random_Immigrants,3,18,0.0142286534493191,0.702852422655749,2.2268839,10020
DF2,No_Random_Immigrants,3,19,0.0149756828195511,0.703174635688059,2.219685,10020
DF2,No_Random_Immigrants,3,20,0.00974832987656288,0.711221739718088,2.4471765,10020
DF2,No_Random_Immigrants,3,21,0.0185587227426013,0.697740701274237,2.2408353,10020
DF2,No_Random_Immigrants,3,22,0.0141342481350179,0.703144469594826,2.441484,10020
DF2,No_Random_Immigrants,3,23,0.0061172906414941,0.715081265135299,2.4570118,10020
DF2,No_Random_Immigrants,3,24,0.00890228638526919,0.71140300062056,2.4279044,10020
DF2,No_Random_Immigrants,3,25,0.00660335956764698,0.714987014434346,2.6428085,10020
DF2,No_Random_Immigrants,3,26,0.00699585031403636,0.714282389514835,2.5662831,10020
DF2,No_Random_Immigrants,3,27,0.0132007784107454,0.705512759658441,2.4414032,10020
DF2,No_Random_Immigrants,3,28,0.0122246490585531,0.707225473149146,2.4822369,10020
DF2,No_Random_Immigrants,3,29,0.0128051542962952,0.706272967532489,2.4214232,10020
DF2,No_Random_Immigrants,3,30,0.0131780846693449,0.705610970531841,2.3628931,10020
DF2,No_Elite_Local_Search,4,1,0.0067174223794235,0.714695763088373,2.6299089,10000
DF2,No_Elite_Local_Search,4,2,0.00733270999383965,0.7130790014565,2.3086284,10000
DF2,No_Elite_Local_Search,4,3,0.00938060765278928,0.711011976836636,2.2417775,10000
DF2,No_Elite_Local_Search,4,4,0.0119589712198362,0.708152811188142,2.3067389,10000
DF2,No_Elite_Local_Search,4,5,0.00773187944998684,0.713050816078995,2.2625973,10000
DF2,No_Elite_Local_Search,4,6,0.0118639177219275,0.707819055738304,2.367349,10000
DF2,No_Elite_Local_Search,4,7,0.00953624145240503,0.71062592569264,2.4836345,10000
DF2,No_Elite_Local_Search,4,8,0.00699851749563093,0.714324989988131,2.3741693,10000
DF2,No_Elite_Local_Search,4,9,0.00764371852509177,0.713603091014828,2.4798943,10000
DF2,No_Elite_Local_Search,4,10,0.0141943464999955,0.704091814253088,2.1977382,10000
DF2,No_Elite_Local_Search,4,11,0.00591980053057444,0.715801226141138,2.3731967,10000
DF2,No_Elite_Local_Search,4,12,0.0118196797455962,0.707876601062742,2.5287855,10000
DF2,No_Elite_Local_Search,4,13,0.00609940143105119,0.715959106386476,2.5855342,10000
DF2,No_Elite_Local_Search,4,14,0.00910363154665612,0.711007294032375,2.5915893,10000
DF2,No_Elite_Local_Search,4,15,0.00836507437203347,0.712204727000364,2.3746339,10000
DF2,No_Elite_Local_Search,4,16,0.0165947034702844,0.702286099064184,2.406796,10000
DF2,No_Elite_Local_Search,4,17,0.00897657752231797,0.710784164385347,2.395733,10000
DF2,No_Elite_Local_Search,4,18,0.00912411398764537,0.710808483975089,2.2798932,10000
DF2,No_Elite_Local_Search,4,19,0.00695443522261534,0.714102907657069,2.2931596,10000
DF2,No_Elite_Local_Search,4,20,0.0152872046322741,0.702826273562711,2.3890778,10000
DF2,No_Elite_Local_Search,4,21,0.0111370483538817,0.705696880889073,2.3465842,10000
DF2,No_Elite_Local_Search,4,22,0.0103058649277412,0.70966019246253,2.3462016,10000
DF2,No_Elite_Local_Search,4,23,0.00838501068564808,0.712155871400827,2.4966813,10000
DF2,No_Elite_Local_Search,4,24,0.0137093589543961,0.703823488392225,2.3192824,10000
DF2,No_Elite_Local_Search,4,25,0.00689540743975023,0.714770041683497,2.3301089,10000
DF2,No_Elite_Local_Search,4,26,0.00994766673955841,0.710587070162021,2.2800387,10000
DF2,No_Elite_Local_Search,4,27,0.0106965561176433,0.708236070020419,2.2685332,10000
DF2,No_Elite_Local_Search,4,28,0.0108264594291361,0.708474833208614,2.0397657,10000
DF2,No_Elite_Local_Search,4,29,0.00832012592135017,0.711492128050512,1.999489,10000
DF2,No_Elite_Local_Search,4,30,0.0128531089238241,0.705699977471687,2.1627732,10000
DF2,No_Diversity_Stagnation_Guards,5,1,0.00507419943587308,0.717329293855272,2.4140071,10000
DF2,No_Diversity_Stagnation_Guards,5,2,0.0108926058599354,0.708815155416044,2.1187359,10000
DF2,No_Diversity_Stagnation_Guards,5,3,0.00519328547462274,0.71737693855249,1.8806696,10000
DF2,No_Diversity_Stagnation_Guards,5,4,0.00594846620518419,0.71601433971257,2.0489418,10000
DF2,No_Diversity_Stagnation_Guards,5,5,0.00840026978813263,0.712095354083586,1.8896489,10000
DF2,No_Diversity_Stagnation_Guards,5,6,0.0126703771962373,0.707399261897214,2.0891383,10000
DF2,No_Diversity_Stagnation_Guards,5,7,0.00520075863300116,0.716963269486981,2.3062378,10000
DF2,No_Diversity_Stagnation_Guards,5,8,0.00654605647225312,0.715232176991308,2.1595004,10000
DF2,No_Diversity_Stagnation_Guards,5,9,0.0159640454322582,0.700518511280306,2.2344331,10000
DF2,No_Diversity_Stagnation_Guards,5,10,0.0059508776340902,0.715821507064625,2.2070389,10000
DF2,No_Diversity_Stagnation_Guards,5,11,0.00579196719605189,0.715887373630476,2.3654732,10000
DF2,No_Diversity_Stagnation_Guards,5,12,0.015438496448194,0.702301996318508,2.4914098,10000
DF2,No_Diversity_Stagnation_Guards,5,13,0.00488912636601358,0.717837326961052,2.4958729,10000
DF2,No_Diversity_Stagnation_Guards,5,14,0.00487861160893791,0.717761513014022,2.8434445,10000
DF2,No_Diversity_Stagnation_Guards,5,15,0.00972934477875166,0.71125022283272,2.5164919,10000
DF2,No_Diversity_Stagnation_Guards,5,16,0.00967013007767428,0.710755231860037,2.4896764,10000
DF2,No_Diversity_Stagnation_Guards,5,17,0.00677145366932088,0.714586345496742,2.4847652,10000
DF2,No_Diversity_Stagnation_Guards,5,18,0.00588345600762688,0.716022961172303,2.5265802,10000
DF2,No_Diversity_Stagnation_Guards,5,19,0.0147949840714682,0.703905494970485,2.4736856,10000
DF2,No_Diversity_Stagnation_Guards,5,20,0.005818823246221,0.716291572455548,2.3470223,10000
DF2,No_Diversity_Stagnation_Guards,5,21,0.00692622487457361,0.714578953079831,2.4839771,10000
DF2,No_Diversity_Stagnation_Guards,5,22,0.0106876419989886,0.709337074704109,2.302933,10000
DF2,No_Diversity_Stagnation_Guards,5,23,0.00500199743370758,0.717385444302975,2.4966809,10000
DF2,No_Diversity_Stagnation_Guards,5,24,0.0112521274524216,0.708022745583175,2.3962668,10000
DF2,No_Diversity_Stagnation_Guards,5,25,0.00773243800265159,0.712773301962088,2.4513461,10000
DF2,No_Diversity_Stagnation_Guards,5,26,0.0266317172515655,0.68643278158427,2.4930473,10000
DF2,No_Diversity_Stagnation_Guards,5,27,0.00731315616530576,0.713897078627311,2.4586819,10000
DF2,No_Diversity_Stagnation_Guards,5,28,0.0104149001927982,0.708739659747137,2.320604,10000
DF2,No_Diversity_Stagnation_Guards,5,29,0.00721782349422576,0.713879093190057,2.3474735,10000
DF2,No_Diversity_Stagnation_Guards,5,30,0.00840243392518485,0.71247670873738,2.6285737,10000
DF2,No_Predictive_Change_Response,6,1,0.00634808200639202,0.715249861081146,2.4272144,10000
DF2,No_Predictive_Change_Response,6,2,0.0133420051622375,0.70634846877563,2.3490498,10000
DF2,No_Predictive_Change_Response,6,3,0.014367443504868,0.705332438423349,2.4305716,10000
DF2,No_Predictive_Change_Response,6,4,0.0221507607152163,0.694777460989064,2.3304155,10000
DF2,No_Predictive_Change_Response,6,5,0.0167149163191198,0.70210564928832,2.1512852,10000
DF2,No_Predictive_Change_Response,6,6,0.0136705016664968,0.705938243039105,2.2926578,10000
DF2,No_Predictive_Change_Response,6,7,0.0152409555268031,0.70204729971853,2.2796277,10000
DF2,No_Predictive_Change_Response,6,8,0.014818312679913,0.701305844291648,2.255887,10000
DF2,No_Predictive_Change_Response,6,9,0.0210998524794009,0.693862759428201,2.116147,10000
DF2,No_Predictive_Change_Response,6,10,0.0187819613943797,0.699229012348312,2.004708,10000
DF2,No_Predictive_Change_Response,6,11,0.0214485629110347,0.695031993027071,2.0926098,10000
DF2,No_Predictive_Change_Response,6,12,0.0152357818310429,0.702027561299609,1.820155,10000
DF2,No_Predictive_Change_Response,6,13,0.0165383374902937,0.701569458996289,2.1578854,10000
DF2,No_Predictive_Change_Response,6,14,0.0140273764746502,0.70526611006657,2.1832731,10000
DF2,No_Predictive_Change_Response,6,15,0.022327322097913,0.695635211408691,1.9747563,10000
DF2,No_Predictive_Change_Response,6,16,0.00996092325225086,0.710521131470214,1.8915113,10000
DF2,No_Predictive_Change_Response,6,17,0.0170156219742188,0.701262220109019,2.3711853,10000
DF2,No_Predictive_Change_Response,6,18,0.0211056513840432,0.694773662518493,2.2422985,10000
DF2,No_Predictive_Change_Response,6,19,0.0240329281259689,0.690419296966878,2.1205844,10000
DF2,No_Predictive_Change_Response,6,20,0.0125352719987734,0.707331951021862,2.0958972,10000
DF2,No_Predictive_Change_Response,6,21,0.0266691165040483,0.687836965819555,2.3296409,10000
DF2,No_Predictive_Change_Response,6,22,0.0146380211060391,0.70308991874075,2.2854216,10000
DF2,No_Predictive_Change_Response,6,23,0.0216186944000565,0.694109443143097,2.0293034,10000
DF2,No_Predictive_Change_Response,6,24,0.0376650040039692,0.674169896433276,2.1318664,10000
DF2,No_Predictive_Change_Response,6,25,0.0210841143380721,0.695594265574232,2.1692683,10000
DF2,No_Predictive_Change_Response,6,26,0.0188044975396947,0.698928956429385,2.063099,10000
DF2,No_Predictive_Change_Response,6,27,0.0106032560456445,0.708612547602195,2.2267951,10000
DF2,No_Predictive_Change_Response,6,28,0.0160164035396328,0.703473384489676,2.0369602,10000
DF2,No_Predictive_Change_Response,6,29,0.0122409584472784,0.707600224018232,2.0292685,10000
DF2,No_Predictive_Change_Response,6,30,0.0191856238303997,0.694512216178709,2.2209323,10000
DF3,Full,0,1,0.252010200408898,0.422056789377993,2.4000719,10000
DF3,Full,0,2,0.301117833576055,0.404830330135617,2.048779,10000
DF3,Full,0,3,0.239125639014888,0.451050327530664,1.9512834,10000
DF3,Full,0,4,0.319156177534984,0.387541025584073,2.3226015,10000
DF3,Full,0,5,0.313980915012353,0.397281170549243,2.505188,10000
DF3,Full,0,6,0.321098942290838,0.391776233861901,2.2920189,10000
DF3,Full,0,7,0.293942509458789,0.409635911391695,2.1820316,10000
DF3,Full,0,8,0.325604972530588,0.38559967320418,2.0021415,10000
DF3,Full,0,9,0.207296176590621,0.470262759107404,2.2213485,10000
DF3,Full,0,10,0.289684587957353,0.41000441043684,2.2184976,10000
DF3,Full,0,11,0.32765613980915,0.38609995701936,2.0813512,10000
DF3,Full,0,12,0.298846947953701,0.40817794348369,2.5143007,10000
DF3,Full,0,13,0.289503888126358,0.411566198604333,2.1279938,10000
DF3,Full,0,14,0.287330462303827,0.413246295273852,2.0899783,10000
DF3,Full,0,15,0.337162529666371,0.379329815648997,2.50949,10000
DF3,Full,0,16,0.329915501727631,0.382329818930907,2.52758,10000
DF3,Full,0,17,0.271154551862341,0.426937181860972,2.2096413,10000
DF3,Full,0,18,0.181630262557755,0.500775760745629,2.2305568,10000
DF3,Full,0,19,0.355819281305607,0.364011488561337,2.3282353,10000
DF3,Full,0,20,0.290756070449336,0.413718732801897,2.2883331,10000
DF3,Full,0,21,0.294183689304126,0.408380093374881,2.4585095,10000
DF3,Full,0,22,0.281373244111939,0.417034735139633,2.411794,10000
DF3,Full,0,23,0.322807342521948,0.387458586109232,2.4344091,10000
DF3,Full,0,24,0.215273790438861,0.469144025817397,2.5414879,10000
DF3,Full,0,25,0.176593101683014,0.503773778628965,2.3942406,10000
DF3,Full,0,26,0.258767312307244,0.428295305794302,2.2317103,10000
DF3,Full,0,27,0.323366026518702,0.388902606970503,2.4805764,10000
DF3,Full,0,28,0.246770181212065,0.445356365162321,2.3182892,10000
DF3,Full,0,29,0.313575917322341,0.394340757001533,2.7257192,10000
DF3,Full,0,30,0.267344985819843,0.422652705168446,2.6777123,10000
DF3,No_C3_Convergence,1,1,0.292876871546971,0.413464768541782,2.3367917,10000
DF3,No_C3_Convergence,1,2,0.299768359193631,0.409139507279952,2.5582764,10000
DF3,No_C3_Convergence,1,3,0.336192249562757,0.367437186732964,2.7070842,10000
DF3,No_C3_Convergence,1,4,0.349776670763083,0.375579897533532,2.5512231,10000
DF3,No_C3_Convergence,1,5,0.319897663021909,0.393687355423614,2.2384066,10000
DF3,No_C3_Convergence,1,6,0.293886068664417,0.410264093563744,2.7886569,10000
DF3,No_C3_Convergence,1,7,0.3321569285177,0.385815414707963,2.4807607,10000
DF3,No_C3_Convergence,1,8,0.315377145218276,0.395996124256886,2.5740125,10000
DF3,No_C3_Convergence,1,9,0.312185472140621,0.396196245944373,2.5083101,10000
DF3,No_C3_Convergence,1,10,0.323076732636331,0.389862751522387,2.7153768,10000
DF3,No_C3_Convergence,1,11,0.318340960098535,0.392811703512613,2.7197074,10000
DF3,No_C3_Convergence,1,12,0.315358157968715,0.396761941966475,2.526479,10000
DF3,No_C3_Convergence,1,13,0.33065461003241,0.388132428004836,2.6738214,10000
DF3,No_C3_Convergence,1,14,0.388044527242599,0.348272518992271,2.8097721,10000
